PlanId,StepId,StepInfo,ActionType,ActionName,Input,Output,Expected,Critical
PJ_P4_Head_heal_cli,3,Wait,xTime,xTimeWait,2,,,y
PJ_P4_Head_heal_cli,4,Verify heal control,xUI,xGetText,btn_shrink_locator,,Shrink to failures (Loop 2 prep),y
PJ_P4_Head_loop_cli,1,Journey shell ready,xReuse,PReuse_J_P4_Shell_Client,,,,y
PJ_P4_Head_loop_cli,2,Open Loop,xUI,xClick,nav_loop_btn,,,y
PJ_P4_Head_loop_cli,3,Wait,xTime,xTimeWait,2,,,y
PJ_P4_Head_loop_cli,4,Verify Loop heading,xUI,xGetText,loop_heading_locator,,Loop — BRAHL cycle (FoXYiZ),y
PJ_P4_Head_brahl_cli,1,Journey shell ready,xReuse,PReuse_J_P4_Shell_Client,,,,y
PJ_P4_Head_brahl_cli,2,Open BRAHL,xUI,xClick,nav_brahl_btn,,,y
PJ_P4_Head_brahl_cli,3,Wait,xTime,xTimeWait,2,,,y
PJ_P4_Head_brahl_cli,4,Verify BRAHL heading,xUI,xGetText,brahl_heading_locator,,BRAHL — cycle report,y
PJ_P4_Head_atomic77_cli,1,Journey shell ready,xReuse,PReuse_J_P4_Shell_Client,,,,y
PJ_P4_Head_atomic77_cli,2,Open Atomic77,xUI,xClick,nav_atomic77_btn,,,y
PJ_P4_Head_atomic77_cli,3,Wait,xTime,xTimeWait,2,,,y
PJ_P4_Head_atomic77_cli,4,Verify Atomic77 heading,xUI,xGetText,atomic77_heading_locator,,Atomic 77,y
PJ_P4_Head_cost_cli,1,Journey shell ready,xReuse,PReuse_J_P4_Shell_Client,,,,y
PJ_P4_Head_cost_cli,2,Open Cost,xUI,xClick,nav_cost_btn,,,y
PJ_P4_Head_cost_cli,3,Wait,xTime,xTimeWait,2,,,y
PJ_P4_Head_cost_cli,4,Verify Cost heading,xUI,xGetText,xp_heading_locator,,,y
PJ_P4_Head_build_con,1,Journey shell ready,xReuse,PReuse_J_P4_Shell_Consultant,,,,y
PJ_P4_Head_build_con,2,Open Build,xUI,xClick,nav_build_btn,,,y
PJ_P4_Head_build_con,3,Wait,xTime,xTimeWait,2,,,y
PJ_P4_Head_build_con,4,Verify Build heading,xUI,xGetText,build_panel_title_locator,,Build — qoa_web (QA Hunter),y
PJ_P4_Head_run_con,1,Journey shell ready,xReuse,PReuse_J_P4_Shell_Consultant,,,,y
PJ_P4_Head_run_con,2,Open Run,xUI,xClick,nav_run_btn,,,y
PJ_P4_Head_run_con,3,Wait,xTime,xTimeWait,2,,,y
PJ_P4_Head_run_con,4,Verify Run heading,xUI,xGetText,run_heading_locator,,Run — FoXYiZ fEngine2,y
PJ_P4_Head_analyze_con,1,Journey shell ready,xReuse,PReuse_J_P4_Shell_Consultant,,,,y
PJ_P4_Head_analyze_con,2,Open Analyze,xUI,xClick,nav_analyze_btn,,,y
PJ_P4_Head_analyze_con,3,Wait,xTime,xTimeWait,2,,,y
PJ_P4_Head_analyze_con,4,Verify Analyze heading,xUI,xGetText,analyze_heading_locator,,Analyze — z/,y
PJ_P4_Head_heal_con,1,Journey shell ready,xReuse,PReuse_J_P4_Shell_Consultant,,,,y
PJ_P4_Head_heal_con,2,Open Heal,xUI,xClick,nav_heal_btn,,,y
PJ_P4_Head_heal_con,3,Wait,xTime,xTimeWait,2,,,y
PJ_P4_Head_heal_con,4,Verify heal control,xUI,xGetText,btn_shrink_locator,,Shrink to failures (Loop 2 prep),y
PJ_P4_Head_loop_con,1,Journey shell ready,xReuse,PReuse_J_P4_Shell_Consultant,,,,y
PJ_P4_Head_loop_con,2,Open Loop,xUI,xClick,nav_loop_btn,,,y
PJ_P4_Head_loop_con,3,Wait,xTime,xTimeWait,2,,,y
PJ_P4_Head_loop_con,4,Verify Loop heading,xUI,xGetText,loop_heading_locator,,Loop — BRAHL cycle (FoXYiZ),y
PJ_P4_Head_brahl_con,1,Journey shell ready,xReuse,PReuse_J_P4_Shell_Consultant,,,,y
PJ_P4_Head_brahl_con,2,Open BRAHL,xUI,xClick,nav_brahl_btn,,,y
PJ_P4_Head_brahl_con,3,Wait,xTime,xTimeWait,2,,,y
PJ_P4_Head_brahl_con,4,Verify BRAHL heading,xUI,xGetText,brahl_heading_locator,,BRAHL — cycle report,y
PJ_P4_Head_atomic77_con,1,Journey shell ready,xReuse,PReuse_J_P4_Shell_Consultant,,,,y
PJ_P4_Head_atomic77_con,2,Open Atomic77,xUI,xClick,nav_atomic77_btn,,,y
PJ_P4_Head_atomic77_con,3,Wait,xTime,xTimeWait,2,,,y
PJ_P4_Head_atomic77_con,4,Verify Atomic77 heading,xUI,xGetText,atomic77_heading_locator,,Atomic 77,y
PJ_P4_Head_cost_con,1,Journey shell ready,xReuse,PReuse_J_P4_Shell_Consultant,,,,y
PJ_P4_Head_cost_con,2,Open Cost,xUI,xClick,nav_cost_btn,,,y
PJ_P4_Head_cost_con,3,Wait,xTime,xTimeWait,2,,,y
PJ_P4_Head_cost_con,4,Verify wallet view,xUI,xGetText,cost_project_name_locator,,,y
PJ_P4_Head_atomic77_net,1,Journey shell ready,xReuse,PReuse_J_P4_Shell_Networker,,,,y
PJ_P4_Head_atomic77_net,2,Open Atomic77,xUI,xClick,nav_atomic77_btn,,,y
PJ_P4_Head_atomic77_net,3,Wait,xTime,xTimeWait,2,,,y
PJ_P4_Head_atomic77_net,4,Verify Atomic77 heading,xUI,xGetText,atomic77_heading_locator,,Atomic 77,y
PJ_P4_Head_cost_net,1,Journey shell ready,xReuse,PReuse_J_P4_Shell_Networker,,,,y
PJ_P4_Head_cost_net,2,Open Cost,xUI,xClick,nav_cost_btn,,,y
PJ_P4_Head_cost_net,3,Wait,xTime,xTimeWait,2,,,y
PJ_P4_Head_cost_net,4,Verify Cost heading,xUI,xGetText,xp_heading_locator,,,y
PJ_P4_Head_promote_net,1,Journey shell ready,xReuse,PReuse_J_P4_Shell_Networker,,,,y
PJ_P4_Head_promote_net,2,Open Promote,xUI,xClick,nav_promote_btn,,,y
PJ_P4_Head_promote_net,3,Wait,xTime,xTimeWait,2,,,y
PJ_P4_Head_promote_net,4,Verify Promote heading,xUI,xGetText,promote_heading_locator,,Promote the arena,y
PJ_P5_Head_build_cli,1,Journey shell ready,xReuse,PReuse_J_P5_Shell_Client,,,,y
PJ_P5_Head_build_cli,2,Open Build,xUI,xClick,nav_build_btn,,,y
PJ_P5_Head_build_cli,3,Wait,xTime,xTimeWait,2,,,y
PJ_P5_Head_build_cli,4,Verify Build heading,xUI,xGetText,build_panel_title_locator,,Build — qoa_web,y
PJ_P5_Head_run_cli,1,Journey shell ready,xReuse,PReuse_J_P5_Shell_Client,,,,y
PJ_P5_Head_run_cli,2,Open Run,xUI,xClick,nav_run_btn,,,y
PJ_P5_Head_run_cli,3,Wait,xTime,xTimeWait,2,,,y
PJ_P5_Head_run_cli,4,Verify Run heading,xUI,xGetText,run_heading_locator,,Run — FoXYiZ fEngine2,y
PJ_P5_Head_analyze_cli,1,Journey shell ready,xReuse,PReuse_J_P5_Shell_Client,,,,y
PJ_P5_Head_analyze_cli,2,Open Analyze,xUI,xClick,nav_analyze_btn,,,y
PJ_P5_Head_analyze_cli,3,Wait,xTime,xTimeWait,2,,,y
PJ_P5_Head_analyze_cli,4,Verify Analyze heading,xUI,xGetText,analyze_heading_locator,,Analyze — z/,y
PJ_P5_Head_heal_cli,1,Journey shell ready,xReuse,PReuse_J_P5_Shell_Client,,,,y
PJ_P5_Head_heal_cli,2,Open Heal,xUI,xClick,nav_heal_btn,,,y
PJ_P5_Head_heal_cli,3,Wait,xTime,xTimeWait,2,,,y
PJ_P5_Head_heal_cli,4,Verify heal control,xUI,xGetText,btn_shrink_locator,,Shrink to failures (Loop 2 prep),y
PJ_P5_Head_loop_cli,1,Journey shell ready,xReuse,PReuse_J_P5_Shell_Client,,,,y
PJ_P5_Head_loop_cli,2,Open Loop,xUI,xClick,nav_loop_btn,,,y
PJ_P5_Head_loop_cli,3,Wait,xTime,xTimeWait,2,,,y
PJ_P5_Head_loop_cli,4,Verify Loop heading,xUI,xGetText,loop_heading_locator,,Loop — BRAHL cycle (FoXYiZ),y
PJ_P5_Head_brahl_cli,1,Journey shell ready,xReuse,PReuse_J_P5_Shell_Client,,,,y
PJ_P5_Head_brahl_cli,2,Open BRAHL,xUI,xClick,nav_brahl_btn,,,y
PJ_P5_Head_brahl_cli,3,Wait,xTime,xTimeWait,2,,,y
PJ_P5_Head_brahl_cli,4,Verify BRAHL heading,xUI,xGetText,brahl_heading_locator,,BRAHL — cycle report,y
PJ_P5_Head_atomic77_cli,1,Journey shell ready,xReuse,PReuse_J_P5_Shell_Client,,,,y
PJ_P5_Head_atomic77_cli,2,Open Atomic77,xUI,xClick,nav_atomic77_btn,,,y
PJ_P5_Head_atomic77_cli,3,Wait,xTime,xTimeWait,2,,,y
PJ_P5_Head_atomic77_cli,4,Verify Atomic77 heading,xUI,xGetText,atomic77_heading_locator,,Atomic 77,y
PJ_P5_Head_cost_cli,1,Journey shell ready,xReuse,PReuse_J_P5_Shell_Client,,,,y
PJ_P5_Head_cost_cli,2,Open Cost,xUI,xClick,nav_cost_btn,,,y
PJ_P5_Head_cost_cli,3,Wait,xTime,xTimeWait,2,,,y
PJ_P5_Head_cost_cli,4,Verify Cost heading,xUI,xGetText,xp_heading_locator,,,y
PJ_P5_Head_atomic77_net,1,Journey shell ready,xReuse,PReuse_J_P5_Shell_Networker,,,,y
PJ_P5_Head_atomic77_net,2,Open Atomic77,xUI,xClick,nav_atomic77_btn,,,y
PJ_P5_Head_atomic77_net,3,Wait,xTime,xTimeWait,2,,,y
PJ_P5_Head_atomic77_net,4,Verify Atomic77 heading,xUI,xGetText,atomic77_heading_locator,,Atomic 77,y
PJ_P5_Head_cost_net,1,Journey shell ready,xReuse,PReuse_J_P5_Shell_Networker,,,,y
PJ_P5_Head_cost_net,2,Open Cost,xUI,xClick,nav_cost_btn,,,y
PJ_P5_Head_cost_net,3,Wait,xTime,xTimeWait,2,,,y
PJ_P5_Head_cost_net,4,Verify Cost heading,xUI,xGetText,xp_heading_locator,,,y
PJ_P5_Head_promote_net,1,Journey shell ready,xReuse,PReuse_J_P5_Shell_Networker,,,,y
PJ_P5_Head_promote_net,2,Open Promote,xUI,xClick,nav_promote_btn,,,y
PJ_P5_Head_promote_net,3,Wait,xTime,xTimeWait,2,,,y
PJ_P5_Head_promote_net,4,Verify Promote heading,xUI,xGetText,promote_heading_locator,,Promote the arena,y
PJ_P6_Head_build_cli,1,Journey shell ready,xReuse,PReuse_J_P6_Shell_Client,,,,y
PJ_P6_Head_build_cli,2,Open Build,xUI,xClick,nav_build_btn,,,y
PJ_P6_Head_build_cli,3,Wait,xTime,xTimeWait,2,,,y
PJ_P6_Head_build_cli,4,Verify Build heading,xUI,xGetText,build_panel_title_locator,,Build — qoa_web,y
PJ_P6_Head_run_cli,1,Journey shell ready,xReuse,PReuse_J_P6_Shell_Client,,,,y
PJ_P6_Head_run_cli,2,Open Run,xUI,xClick,nav_run_btn,,,y
PJ_P6_Head_run_cli,3,Wait,xTime,xTimeWait,2,,,y
PJ_P6_Head_run_cli,4,Verify Run heading,xUI,xGetText,run_heading_locator,,Run — FoXYiZ fEngine2,y
PJ_P6_Head_analyze_cli,1,Journey shell ready,xReuse,PReuse_J_P6_Shell_Client,,,,y
PJ_P6_Head_analyze_cli,2,Open Analyze,xUI,xClick,nav_analyze_btn,,,y
PJ_P6_Head_analyze_cli,3,Wait,xTime,xTimeWait,2,,,y
PJ_P6_Head_analyze_cli,4,Verify Analyze heading,xUI,xGetText,analyze_heading_locator,,Analyze — z/,y
PJ_P6_Head_heal_cli,1,Journey shell ready,xReuse,PReuse_J_P6_Shell_Client,,,,y
PJ_P6_Head_heal_cli,2,Open Heal,xUI,xClick,nav_heal_btn,,,y
PJ_P6_Head_heal_cli,3,Wait,xTime,xTimeWait,2,,,y
PJ_P6_Head_heal_cli,4,Verify heal control,xUI,xGetText,btn_shrink_locator,,Shrink to failures (Loop 2 prep),y
PJ_P6_Head_loop_cli,1,Journey shell ready,xReuse,PReuse_J_P6_Shell_Client,,,,y
PJ_P6_Head_loop_cli,2,Open Loop,xUI,xClick,nav_loop_btn,,,y
PJ_P6_Head_loop_cli,3,Wait,xTime,xTimeWait,2,,,y
PJ_P6_Head_loop_cli,4,Verify Loop heading,xUI,xGetText,loop_heading_locator,,Loop — BRAHL cycle (FoXYiZ),y
PJ_P6_Head_brahl_cli,1,Journey shell ready,xReuse,PReuse_J_P6_Shell_Client,,,,y
PJ_P6_Head_brahl_cli,2,Open BRAHL,xUI,xClick,nav_brahl_btn,,,y
PJ_P6_Head_brahl_cli,3,Wait,xTime,xTimeWait,2,,,y
PJ_P6_Head_brahl_cli,4,Verify BRAHL heading,xUI,xGetText,brahl_heading_locator,,BRAHL — cycle report,y
PJ_P6_Head_atomic77_cli,1,Journey shell ready,xReuse,PReuse_J_P6_Shell_Client,,,,y
PJ_P6_Head_atomic77_cli,2,Open Atomic77,xUI,xClick,nav_atomic77_btn,,,y
PJ_P6_Head_atomic77_cli,3,Wait,xTime,xTimeWait,2,,,y
PJ_P6_Head_atomic77_cli,4,Verify Atomic77 heading,xUI,xGetText,atomic77_heading_locator,,Atomic 77,y
PJ_P6_Head_cost_cli,1,Journey shell ready,xReuse,PReuse_J_P6_Shell_Client,,,,y
PJ_P6_Head_cost_cli,2,Open Cost,xUI,xClick,nav_cost_btn,,,y
PJ_P6_Head_cost_cli,3,Wait,xTime,xTimeWait,2,,,y
PJ_P6_Head_cost_cli,4,Verify Cost heading,xUI,xGetText,xp_heading_locator,,,y
PJ_P6_Head_build_con,1,Journey shell ready,xReuse,PReuse_J_P6_Shell_Consultant,,,,y
PJ_P6_Head_build_con,2,Open Build,xUI,xClick,nav_build_btn,,,y
PJ_P6_Head_build_con,3,Wait,xTime,xTimeWait,2,,,y
PJ_P6_Head_build_con,4,Verify Build heading,xUI,xGetText,build_panel_title_locator,,Build — qoa_web (QA Hunter),y
PJ_P6_Head_run_con,1,Journey shell ready,xReuse,PReuse_J_P6_Shell_Consultant,,,,y
PJ_P6_Head_run_con,2,Open Run,xUI,xClick,nav_run_btn,,,y
PJ_P6_Head_run_con,3,Wait,xTime,xTimeWait,2,,,y
PJ_P6_Head_run_con,4,Verify Run heading,xUI,xGetText,run_heading_locator,,Run — FoXYiZ fEngine2,y
PJ_P6_Head_analyze_con,1,Journey shell ready,xReuse,PReuse_J_P6_Shell_Consultant,,,,y
PJ_P6_Head_analyze_con,2,Open Analyze,xUI,xClick,nav_analyze_btn,,,y
PJ_P6_Head_analyze_con,3,Wait,xTime,xTimeWait,2,,,y
PJ_P6_Head_analyze_con,4,Verify Analyze heading,xUI,xGetText,analyze_heading_locator,,Analyze — z/,y
PJ_P6_Head_heal_con,1,Journey shell ready,xReuse,PReuse_J_P6_Shell_Consultant,,,,y
PJ_P6_Head_heal_con,2,Open Heal,xUI,xClick,nav_heal_btn,,,y
PJ_P6_Head_heal_con,3,Wait,xTime,xTimeWait,2,,,y
PJ_P6_Head_heal_con,4,Verify heal control,xUI,xGetText,btn_shrink_locator,,Shrink to failures (Loop 2 prep),y
PJ_P6_Head_loop_con,1,Journey shell ready,xReuse,PReuse_J_P6_Shell_Consultant,,,,y
PJ_P6_Head_loop_con,2,Open Loop,xUI,xClick,nav_loop_btn,,,y
PJ_P6_Head_loop_con,3,Wait,xTime,xTimeWait,2,,,y
PJ_P6_Head_loop_con,4,Verify Loop heading,xUI,xGetText,loop_heading_locator,,Loop — BRAHL cycle (FoXYiZ),y
PJ_P6_Head_brahl_con,1,Journey shell ready,xReuse,PReuse_J_P6_Shell_Consultant,,,,y
PJ_P6_Head_brahl_con,2,Open BRAHL,xUI,xClick,nav_brahl_btn,,,y
PJ_P6_Head_brahl_con,3,Wait,xTime,xTimeWait,2,,,y
PJ_P6_Head_brahl_con,4,Verify BRAHL heading,xUI,xGetText,brahl_heading_locator,,BRAHL — cycle report,y
PJ_P6_Head_atomic77_con,1,Journey shell ready,xReuse,PReuse_J_P6_Shell_Consultant,,,,y
PJ_P6_Head_atomic77_con,2,Open Atomic77,xUI,xClick,nav_atomic77_btn,,,y
PJ_P6_Head_atomic77_con,3,Wait,xTime,xTimeWait,2,,,y
PJ_P6_Head_atomic77_con,4,Verify Atomic77 heading,xUI,xGetText,atomic77_heading_locator,,Atomic 77,y
PJ_P6_Head_cost_con,1,Journey shell ready,xReuse,PReuse_J_P6_Shell_Consultant,,,,y
PJ_P6_Head_cost_con,2,Open Cost,xUI,xClick,nav_cost_btn,,,y
PJ_P6_Head_cost_con,3,Wait,xTime,xTimeWait,2,,,y
PJ_P6_Head_cost_con,4,Verify wallet view,xUI,xGetText,cost_project_name_locator,,,y
PJ_P6_Head_atomic77_net,1,Journey shell ready,xReuse,PReuse_J_P6_Shell_Networker,,,,y
PJ_P6_Head_atomic77_net,2,Open Atomic77,xUI,xClick,nav_atomic77_btn,,,y
PJ_P6_Head_atomic77_net,3,Wait,xTime,xTimeWait,2,,,y
PJ_P6_Head_atomic77_net,4,Verify Atomic77 heading,xUI,xGetText,atomic77_heading_locator,,Atomic 77,y
PJ_P6_Head_cost_net,1,Journey shell ready,xReuse,PReuse_J_P6_Shell_Networker,,,,y
PJ_P6_Head_cost_net,2,Open Cost,xUI,xClick,nav_cost_btn,,,y
PJ_P6_Head_cost_net,3,Wait,xTime,xTimeWait,2,,,y
PJ_P6_Head_cost_net,4,Verify Cost heading,xUI,xGetText,xp_heading_locator,,,y
PJ_P6_Head_promote_net,1,Journey shell ready,xReuse,PReuse_J_P6_Shell_Networker,,,,y
PJ_P6_Head_promote_net,2,Open Promote,xUI,xClick,nav_promote_btn,,,y
PJ_P6_Head_promote_net,3,Wait,xTime,xTimeWait,2,,,y
PJ_P6_Head_promote_net,4,Verify Promote heading,xUI,xGetText,promote_heading_locator,,Promote the arena,y
PJ_P7_Head_build_cli,1,Journey shell ready,xReuse,PReuse_J_P7_Shell_Client,,,,y
PJ_P7_Head_build_cli,2,Open Build,xUI,xClick,nav_build_btn,,,y
PJ_P7_Head_build_cli,3,Wait,xTime,xTimeWait,2,,,y
PJ_P7_Head_build_cli,4,Verify Build heading,xUI,xGetText,build_panel_title_locator,,Build — qoa_web,y
PJ_P7_Head_run_cli,1,Journey shell ready,xReuse,PReuse_J_P7_Shell_Client,,,,y
PJ_P7_Head_run_cli,2,Open Run,xUI,xClick,nav_run_btn,,,y
PJ_P7_Head_run_cli,3,Wait,xTime,xTimeWait,2,,,y
PJ_P7_Head_run_cli,4,Verify Run heading,xUI,xGetText,run_heading_locator,,Run — FoXYiZ fEngine2,y
PJ_P7_Head_analyze_cli,1,Journey shell ready,xReuse,PReuse_J_P7_Shell_Client,,,,y
PJ_P7_Head_analyze_cli,2,Open Analyze,xUI,xClick,nav_analyze_btn,,,y
PJ_P7_Head_analyze_cli,3,Wait,xTime,xTimeWait,2,,,y
PJ_P7_Head_analyze_cli,4,Verify Analyze heading,xUI,xGetText,analyze_heading_locator,,Analyze — z/,y
PJ_P7_Head_heal_cli,1,Journey shell ready,xReuse,PReuse_J_P7_Shell_Client,,,,y
PJ_P7_Head_heal_cli,2,Open Heal,xUI,xClick,nav_heal_btn,,,y
PJ_P7_Head_heal_cli,3,Wait,xTime,xTimeWait,2,,,y
PJ_P7_Head_heal_cli,4,Verify heal control,xUI,xGetText,btn_shrink_locator,,Shrink to failures (Loop 2 prep),y
PJ_P7_Head_loop_cli,1,Journey shell ready,xReuse,PReuse_J_P7_Shell_Client,,,,y
PJ_P7_Head_loop_cli,2,Open Loop,xUI,xClick,nav_loop_btn,,,y
PJ_P7_Head_loop_cli,3,Wait,xTime,xTimeWait,2,,,y
PJ_P7_Head_loop_cli,4,Verify Loop heading,xUI,xGetText,loop_heading_locator,,Loop — BRAHL cycle (FoXYiZ),y
PJ_P7_Head_brahl_cli,1,Journey shell ready,xReuse,PReuse_J_P7_Shell_Client,,,,y
PJ_P7_Head_brahl_cli,2,Open BRAHL,xUI,xClick,nav_brahl_btn,,,y
PJ_P7_Head_brahl_cli,3,Wait,xTime,xTimeWait,2,,,y
PJ_P7_Head_brahl_cli,4,Verify BRAHL heading,xUI,xGetText,brahl_heading_locator,,BRAHL — cycle report,y
PJ_P7_Head_atomic77_cli,1,Journey shell ready,xReuse,PReuse_J_P7_Shell_Client,,,,y
PJ_P7_Head_atomic77_cli,2,Open Atomic77,xUI,xClick,nav_atomic77_btn,,,y
PJ_P7_Head_atomic77_cli,3,Wait,xTime,xTimeWait,2,,,y
PJ_P7_Head_atomic77_cli,4,Verify Atomic77 heading,xUI,xGetText,atomic77_heading_locator,,Atomic 77,y
PJ_P7_Head_cost_cli,1,Journey shell ready,xReuse,PReuse_J_P7_Shell_Client,,,,y
PJ_P7_Head_cost_cli,2,Open Cost,xUI,xClick,nav_cost_btn,,,y
PJ_P7_Head_cost_cli,3,Wait,xTime,xTimeWait,2,,,y
PJ_P7_Head_cost_cli,4,Verify Cost heading,xUI,xGetText,xp_heading_locator,,,y
PJ_P7_Head_atomic77_net,1,Journey shell ready,xReuse,PReuse_J_P7_Shell_Networker,,,,y
PJ_P7_Head_atomic77_net,2,Open Atomic77,xUI,xClick,nav_atomic77_btn,,,y
PJ_P7_Head_atomic77_net,3,Wait,xTime,xTimeWait,2,,,y
PJ_P7_Head_atomic77_net,4,Verify Atomic77 heading,xUI,xGetText,atomic77_heading_locator,,Atomic 77,y
PJ_P7_Head_cost_net,1,Journey shell ready,xReuse,PReuse_J_P7_Shell_Networker,,,,y
PJ_P7_Head_cost_net,2,Open Cost,xUI,xClick,nav_cost_btn,,,y
PJ_P7_Head_cost_net,3,Wait,xTime,xTimeWait,2,,,y
PJ_P7_Head_cost_net,4,Verify Cost heading,xUI,xGetText,xp_heading_locator,,,y
PJ_P7_Head_promote_net,1,Journey shell ready,xReuse,PReuse_J_P7_Shell_Networker,,,,y
PJ_P7_Head_promote_net,2,Open Promote,xUI,xClick,nav_promote_btn,,,y
PJ_P7_Head_promote_net,3,Wait,xTime,xTimeWait,2,,,y
PJ_P7_Head_promote_net,4,Verify Promote heading,xUI,xGetText,promote_heading_locator,,Promote the arena,y
PReuse_J_P8_Shell_Client,1,Open site,xReuse,PReuse_qoa_web_OpenSite,,,,y
PReuse_J_P8_Shell_Client,2,Load persona profile,xUI,xNavigate,profile_url,,,y
PReuse_J_P8_Shell_Client,3,Wait for profile,xTime,xTimeWait,3,,,y
PReuse_J_P8_Shell_Client,4,Verify profile chip,xUI,xGetText,profile_chip_code_locator,,persona_code,y
PReuse_J_P8_Shell_Client,5,Select Creator avatar,xUI,xClick,avatar_client_bar_btn,,,y
PReuse_J_P8_Shell_Client,6,Wait after avatar,xTime,xTimeWait,2,,,y
PJ_P8_Head_build_cli,1,Journey shell ready,xReuse,PReuse_J_P8_Shell_Client,,,,y
PJ_P8_Head_build_cli,2,Open Build,xUI,xClick,nav_build_btn,,,y
PJ_P8_Head_build_cli,3,Wait,xTime,xTimeWait,2,,,y
PJ_P8_Head_build_cli,4,Verify Build heading,xUI,xGetText,build_panel_title_locator,,Build — qoa_web,y
PJ_P8_Head_run_cli,1,Journey shell ready,xReuse,PReuse_J_P8_Shell_Client,,,,y
PJ_P8_Head_run_cli,2,Open Run,xUI,xClick,nav_run_btn,,,y
PJ_P8_Head_run_cli,3,Wait,xTime,xTimeWait,2,,,y
PJ_P8_Head_run_cli,4,Verify Run heading,xUI,xGetText,run_heading_locator,,Run — FoXYiZ fEngine2,y
PJ_P8_Head_analyze_cli,1,Journey shell ready,xReuse,PReuse_J_P8_Shell_Client,,,,y
PJ_P8_Head_analyze_cli,2,Open Analyze,xUI,xClick,nav_analyze_btn,,,y
PJ_P8_Head_analyze_cli,3,Wait,xTime,xTimeWait,2,,,y
PJ_P8_Head_analyze_cli,4,Verify Analyze heading,xUI,xGetText,analyze_heading_locator,,Analyze — z/,y
PJ_P8_Head_heal_cli,1,Journey shell ready,xReuse,PReuse_J_P8_Shell_Client,,,,y
PJ_P8_Head_heal_cli,2,Open Heal,xUI,xClick,nav_heal_btn,,,y
PJ_P8_Head_heal_cli,3,Wait,xTime,xTimeWait,2,,,y
PJ_P8_Head_heal_cli,4,Verify heal control,xUI,xGetText,btn_shrink_locator,,Shrink to failures (Loop 2 prep),y
PJ_P8_Head_loop_cli,1,Journey shell ready,xReuse,PReuse_J_P8_Shell_Client,,,,y
PJ_P8_Head_loop_cli,2,Open Loop,xUI,xClick,nav_loop_btn,,,y
PJ_P8_Head_loop_cli,3,Wait,xTime,xTimeWait,2,,,y
PJ_P8_Head_loop_cli,4,Verify Loop heading,xUI,xGetText,loop_heading_locator,,Loop — BRAHL cycle (FoXYiZ),y
PJ_P8_Head_brahl_cli,1,Journey shell ready,xReuse,PReuse_J_P8_Shell_Client,,,,y
PJ_P8_Head_brahl_cli,2,Open BRAHL,xUI,xClick,nav_brahl_btn,,,y
PJ_P8_Head_brahl_cli,3,Wait,xTime,xTimeWait,2,,,y
PJ_P8_Head_brahl_cli,4,Verify BRAHL heading,xUI,xGetText,brahl_heading_locator,,BRAHL — cycle report,y
PJ_P8_Head_atomic77_cli,1,Journey shell ready,xReuse,PReuse_J_P8_Shell_Client,,,,y
PJ_P8_Head_atomic77_cli,2,Open Atomic77,xUI,xClick,nav_atomic77_btn,,,y
PJ_P8_Head_atomic77_cli,3,Wait,xTime,xTimeWait,2,,,y
PJ_P8_Head_atomic77_cli,4,Verify Atomic77 heading,xUI,xGetText,atomic77_heading_locator,,Atomic 77,y
PJ_P8_Head_cost_cli,1,Journey shell ready,xReuse,PReuse_J_P8_Shell_Client,,,,y
PJ_P8_Head_cost_cli,2,Open Cost,xUI,xClick,nav_cost_btn,,,y
PJ_P8_Head_cost_cli,3,Wait,xTime,xTimeWait,2,,,y
PJ_P8_Head_cost_cli,4,Verify Cost heading,xUI,xGetText,xp_heading_locator,,,y
PJ_P8_Head_build_con,1,Journey shell ready,xReuse,PReuse_J_P8_Shell_Consultant,,,,y
PJ_P8_Head_build_con,2,Open Build,xUI,xClick,nav_build_btn,,,y
PJ_P8_Head_build_con,3,Wait,xTime,xTimeWait,2,,,y
PJ_P8_Head_build_con,4,Verify Build heading,xUI,xGetText,build_panel_title_locator,,Build — qoa_web (QA Hunter),y
PJ_P8_Head_run_con,1,Journey shell ready,xReuse,PReuse_J_P8_Shell_Consultant,,,,y
PJ_P8_Head_run_con,2,Open Run,xUI,xClick,nav_run_btn,,,y
PJ_P8_Head_run_con,3,Wait,xTime,xTimeWait,2,,,y
PJ_P8_Head_run_con,4,Verify Run heading,xUI,xGetText,run_heading_locator,,Run — FoXYiZ fEngine2,y
PJ_P8_Head_analyze_con,1,Journey shell ready,xReuse,PReuse_J_P8_Shell_Consultant,,,,y
PJ_P8_Head_analyze_con,2,Open Analyze,xUI,xClick,nav_analyze_btn,,,y
PJ_P8_Head_analyze_con,3,Wait,xTime,xTimeWait,2,,,y
PJ_P8_Head_analyze_con,4,Verify Analyze heading,xUI,xGetText,analyze_heading_locator,,Analyze — z/,y
PJ_P8_Head_heal_con,1,Journey shell ready,xReuse,PReuse_J_P8_Shell_Consultant,,,,y
PJ_P8_Head_heal_con,2,Open Heal,xUI,xClick,nav_heal_btn,,,y
PJ_P8_Head_heal_con,3,Wait,xTime,xTimeWait,2,,,y
PJ_P8_Head_heal_con,4,Verify heal control,xUI,xGetText,btn_shrink_locator,,Shrink to failures (Loop 2 prep),y
PJ_P8_Head_loop_con,1,Journey shell ready,xReuse,PReuse_J_P8_Shell_Consultant,,,,y
PJ_P8_Head_loop_con,2,Open Loop,xUI,xClick,nav_loop_btn,,,y
PJ_P8_Head_loop_con,3,Wait,xTime,xTimeWait,2,,,y
